,Mutation Value,Disease Implicated,Count
5739,T->A,Hereditary Paraganglioma-Pheochromocytoma Syndromes,1
5740,T->A,Hereditary cancer-predisposing syndrome,4
5741,T->A,"Hereditary cancer-predisposing syndrome, Lynch syndrome",4
5742,T->A,"Hereditary cancer-predisposing syndrome, Lynch syndrome I",1
5743,T->A,"Hereditary cancer-predisposing syndrome, MYH-associated polyposis, not provided",1
5744,T->A,Hereditary nonpolyposis colon cancer,5
5745,T->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome",1
5746,T->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome",1
5747,T->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",1
5748,T->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, not provided",1
5749,T->A,"Hereditary nonpolyposis colon cancer, Lynch syndrome I",2
5750,T->A,Hereditary spastic paraplegia,1
5751,T->A,Hutchinson-Gilford syndrome,2
5752,T->A,"Hypocalcemia, autosomal dominant 1",1
5753,T->A,Hypomyelination with brainstem and spinal cord involvement and leg spasticity,1
5754,T->A,Hypoparathyroidism retardation dysmorphism syndrome,1
5755,T->A,INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES,1
5756,T->A,Immunodeficiency 31C,1
5757,T->A,Immunodeficiency due to defect in cd3-zeta,1
5758,T->A,Inborn genetic diseases,1
5759,T->A,"Inborn genetic diseases, Hereditary insensitivity to pain with anhidrosis",1
5760,T->A,"Inborn genetic diseases, Neuronal ceroid lipofuscinosis, Ceroid lipofuscinosis neuronal 1, not provided",1
5761,T->A,Infantile-onset ascending hereditary spastic paralysis,1
5762,T->A,Jeune thoracic dystrophy,1
5763,T->A,"Larsen syndrome, dominant type",1
5764,T->A,"Leber congenital amaurosis 2, Retinitis pigmentosa 20, not provided",1
5765,T->A,"Leber congenital amaurosis 2, not provided",1
5766,T->A,Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,3
5767,T->A,Lipid proteinosis,1
5768,T->A,Loeys-Dietz syndrome 2,1
5769,T->A,Long QT syndrome 15,1
5770,T->A,Long QT syndrome 3,1
5771,T->A,Lynch syndrome,19
5772,T->A,Lynch syndrome I,1
5773,T->A,"Lynch syndrome, Lynch syndrome I",1
5774,T->A,"Lynch syndrome, Lynch syndrome II",1
5775,T->A,"Lynch syndrome, not provided",1
5776,T->A,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC",1
5777,T->A,MYH-associated polyposis,1
5778,T->A,"Macular dystrophy, Retinitis pigmentosa 12, Leber congenital amaurosis 8, not provided",1
5779,T->A,"Maturity-onset diabetes of the young, type 14",1
5780,T->A,Meckel syndrome 12,1
5781,T->A,Megalencephaly cutis marmorata telangiectatica congenita,1
5782,T->A,Mental retardation with language impairment and with or without autistic features,1
5783,T->A,"Microcephaly, Abnormality of the skin, Dry skin, Congenital cerebellar hypoplasia, Paroxysmal dystonia, Ichthyosis, Feeding difficulties, Abnormality of salivation",1
5784,T->A,Microcephaly-capillary malformation syndrome,1
5785,T->A,Mitochondrial DNA depletion syndrome 9 (encephalomyopathic with methylmalonic aciduria),1
5786,T->A,"Miyoshi muscular dystrophy 1, Limb-girdle muscular dystrophy, type 2B",1
5787,T->A,Mowat-Wilson syndrome,2
5788,T->A,Multiple cutaneous leiomyomas,1
5789,T->A,Multiple gastrointestinal atresias,1
5790,T->A,"Myasthenic syndrome, congenital, 3b, fast-channel",1
5791,T->A,Nemaline myopathy 3,1
5792,T->A,"Neutropenia, severe congenital, 7, autosomal recessive",1
5793,T->A,Non-Hodgkin lymphoma,1
5794,T->A,Odontoonychodermal dysplasia,1
5795,T->A,Osteogenesis imperfecta type 8,1
5796,T->A,"PONTOCEREBELLAR HYPOPLASIA, TYPE 11",1
5797,T->A,Paragangliomas 4,1
5798,T->A,"Pheochromocytoma, Gastrointestinal stroma tumor, Hereditary Paraganglioma-Pheochromocytoma Syndromes, Paragangliomas 4",1
5799,T->A,"Pheochromocytoma, Gastrointestinal stroma tumor, Paragangliomas 4",1
5800,T->A,Pili torti-deafness syndrome,1
5801,T->A,"Pituitary hormone deficiency, combined 1",1
5802,T->A,Preimplantation embryonic lethality 2,1
5803,T->A,Primary autosomal recessive microcephaly 5,3
5804,T->A,"Primary hyperoxaluria, type I",5
5805,T->A,"Primary hyperoxaluria, type I, not provided",1
5806,T->A,"Primary hypertrophic osteoarthropathy, autosomal recessive 2",1
5807,T->A,Primary pulmonary hypertension,6
5808,T->A,Proopiomelanocortin deficiency,1
5809,T->A,Propionyl-CoA carboxylase deficiency,1
5810,T->A,Protein S deficiency,1
5811,T->A,Pyknodysostosis,1
5812,T->A,Reticular dysgenesis,1
5813,T->A,"Retinal dystrophy, Cone-rod dystrophy 21",1
5814,T->A,Retinitis pigmentosa,1
5815,T->A,Retinitis pigmentosa 26,1
5816,T->A,"Retinitis pigmentosa 28, Cone-rod dystrophy, not provided",1
5817,T->A,Retinitis pigmentosa 4,1
5818,T->A,Retinitis pigmentosa 54,1
5819,T->A,Rolandic epilepsy,1
5820,T->A,Schimke immunoosseous dysplasia,1
5821,T->A,Senior-Loken syndrome 5,1
5822,T->A,Severe myoclonic epilepsy in infancy,5
5823,T->A,"Severe myoclonic epilepsy in infancy, Early infantile epileptic encephalopathy, not provided",1
5824,T->A,"Severe myoclonic epilepsy in infancy, not provided",1
5825,T->A,"Spastic paraplegia 31, autosomal dominant",1
5826,T->A,"Spastic paraplegia 4, autosomal dominant",2
5827,T->A,"Spinocerebellar ataxia, autosomal recessive 10",1
5828,T->A,"Squamous cell carcinoma, Non-small cell lung cancer",1
5829,T->A,Stargardt disease 1,1
5830,T->A,Symmetrical dyschromatosis of extremities,1
5831,T->A,Tumor susceptibility linked to germline BAP1 mutations,2
5832,T->A,"Tumoral calcinosis, familial, hyperphosphatemic, not provided",1
5833,T->A,Uncombable hair syndrome,1
5834,T->A,"Usher syndrome, type 2A",2
5835,T->A,"Usher syndrome, type 2A, Retinitis pigmentosa 39",1
5836,T->A,"Ventricular tachycardia, somatic",1
5837,T->A,"Vertical talus, congenital",1
5838,T->A,Visceral myopathy,1
5839,T->A,Von Hippel-Lindau syndrome,1
5840,T->A,"Von Hippel-Lindau syndrome, Erythrocytosis, familial, 2, not provided",1
5841,T->A,Waardenburg syndrome type 1,1
5842,T->A,Xia-Gibbs syndrome,1
5845,T->C,3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency,3
5846,T->C,"3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency, not provided",1
5847,T->C,"Abnormality of the skin, Anonychia, Nail dystrophy, Skin erosion, Recessive dystrophic epidermolysis bullosa, Epidermolysis bullosa dystrophica inversa, autosomal recessive, not provided",1
5848,T->C,Achromatopsia,1
5849,T->C,Acute myeloid leukemia with maturation,1
5850,T->C,Aicardi Goutieres syndrome 1,1
5851,T->C,Aicardi-Goutieres syndrome 7,1
5852,T->C,Alkaptonuria,2
5853,T->C,Amyotrophic lateral sclerosis type 10,1
5854,T->C,"Anadysplasia-like, spontaneously remitting spondylometaphyseal dysplasia",1
5855,T->C,Asphyxiating thoracic dystrophy 4,1
5856,T->C,Atelosteogenesis type 3,1
5857,T->C,Atypical hemolytic-uremic syndrome 1,1
5858,T->C,"Autoimmune interstitial lung, joint, and kidney disease",1
5859,T->C,"Autosomal recessive congenital ichthyosis 4A, not provided",1
5860,T->C,BONE MARROW FAILURE SYNDROME 4,1
5861,T->C,Bardet-Biedl syndrome,1
5862,T->C,Bardet-Biedl syndrome 5,1
5863,T->C,Bartter syndrome type 3,1
5864,T->C,"Basal ganglia calcification, idiopathic, 6",3
5865,T->C,Benign familial hematuria,1
5866,T->C,"Benign recurrent intrahepatic cholestasis 2, not provided",1
5867,T->C,Benign scapuloperoneal muscular dystrophy with cardiomyopathy,1
5868,T->C,"Benign scapuloperoneal muscular dystrophy with cardiomyopathy, not provided",1
5869,T->C,Bernard-Soulier syndrome type C,3
5870,T->C,"Bernard-Soulier syndrome type C, not provided",1
5871,T->C,Biotin-thiamine-responsive basal ganglia disease,1
5872,T->C,"Biotin-thiamine-responsive basal ganglia disease, not provided",2
5873,T->C,Biotinidase deficiency,4
5874,T->C,"Biotinidase deficiency, not provided",1
5875,T->C,"Blepharophimosis, ptosis, and epicanthus inversus, not provided",1
5876,T->C,Boomerang dysplasia,1
5877,T->C,"CAPILLARY MALFORMATION OF THE LOWER LIP, LYMPHATIC MALFORMATION OF FACE AND NECK, ASYMMETRY OF FACE AND LIMBS, AND PARTIAL/GENERALIZED OVERGROWTH, SOMATIC",1
5878,T->C,"CAPILLARY MALFORMATION OF THE LOWER LIP, LYMPHATIC MALFORMATION OF FACE AND NECK, ASYMMETRY OF FACE AND LIMBS, AND PARTIAL/GENERALIZED OVERGROWTH, SOMATIC, Neoplasm of ovary, Squamous cell lung carcinoma, Neoplasm of the breast, Neoplasm of the large intestine, Adenoid cystic carcinoma, Adenocarcinoma of prostate, Malignant neoplasm of body of uterus, Adenocarcinoma of stomach, Congenital lipomatous overgrowth, vascular malformations, and epidermal nevi, PIK3CA related overgrowth spectrum",1
5879,T->C,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD",1
5880,T->C,Cardiac conduction disease with or without dilated cardiomyopathy,1
5881,T->C,"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4",1
5882,T->C,Carnevale syndrome,1
5883,T->C,"Carnitine acylcarnitine translocase deficiency, not provided",1
5884,T->C,Carnitine palmitoyltransferase II deficiency,1
5885,T->C,Cerebral arteriovenous malformation,1
5886,T->C,Ceroid lipofuscinosis neuronal 1,1
5887,T->C,"Charcot-Marie-Tooth disease, axonal, type 2T",1
5888,T->C,"Charcot-Marie-Tooth disease, demyelinating, type 1b",2
5889,T->C,"Charcot-Marie-Tooth disease, demyelinating, type 1b, not provided",1
5890,T->C,"Charcot-Marie-Tooth disease, type 2, Charcot-Marie-Tooth disease, type 2A2A, not provided",1
5891,T->C,"Charcot-Marie-Tooth disease, type 2A2A",1
5892,T->C,"Charcot-Marie-Tooth disease, type I, Charcot-Marie-Tooth disease dominant intermediate 3",1
5893,T->C,Chronic atrial and intestinal dysrhythmia,1
5894,T->C,"Chronic infantile neurological, cutaneous and articular syndrome, Familial cold urticaria",2
5895,T->C,Chédiak-Higashi syndrome,2
5896,T->C,"Cleft palate, psychomotor retardation, and distinctive facial features",1
5897,T->C,"Coenzyme Q10 deficiency, primary, 4",2
5898,T->C,Combined oxidative phosphorylation deficiency 13,1
5899,T->C,Combined oxidative phosphorylation deficiency 5,1
5900,T->C,Cone-rod dystrophy amelogenesis imperfecta,1
5901,T->C,Congenital cataract,1
5902,T->C,Congenital disorder of glycosylation type 1C,1
5903,T->C,Congenital disorder of glycosylation type 1N,2
5904,T->C,Congenital disorder of glycosylation type 1t,1
5905,T->C,"Congenital long QT syndrome, Brugada syndrome, Long QT syndrome 3",1
5906,T->C,"Congenital long QT syndrome, Brugada syndrome, Long QT syndrome 3, Cardiovascular phenotype, not provided",1
5907,T->C,"Congenital long QT syndrome, Long QT syndrome 3",1
5908,T->C,"Congenital long QT syndrome, not provided",1
5909,T->C,"Congenital muscular dystrophy, LMNA-related, not provided",1
5910,T->C,Congenital myasthenic syndrome 12,2
5911,T->C,"Congenital myopathy with fiber type disproportion, not provided",2
5912,T->C,Cranioectodermal dysplasia 2,3
5913,T->C,"Cutaneous telangiectasia and cancer syndrome, familial",1
5914,T->C,Cystinuria,1
5915,T->C,"Cystinuria, not provided",1
5916,T->C,D-2-hydroxyglutaric aciduria 1,1
5917,T->C,DFNA 2 Nonsyndromic Hearing Loss,4
5918,T->C,"DUFFY BLOOD GROUP SYSTEM, FY(a-b-) PHENOTYPE, Plasmodium vivax, resistance to, White blood cell count quantitative trait locus 1",1
5919,T->C,"Deafness, autosomal recessive 70",1
5920,T->C,"Deafness, autosomal recessive 88",1
5921,T->C,"Deafness, autosomal recessive 9",1
5922,T->C,Deficiency of butyrylcholine esterase,1
5923,T->C,Deficiency of ferroxidase,2
5924,T->C,Diabetes mellitus type 2,1
5925,T->C,"Dilated cardiomyopathy 1A, not provided",1
5926,T->C,Dilated cardiomyopathy 1LL,1
5927,T->C,Distal hereditary motor neuronopathy type 5B,1
5928,T->C,Donnai Barrow syndrome,1
5929,T->C,Dyschromatosis universalis hereditaria 3,1
5930,T->C,Dysgnathia complex,1
5931,T->C,Dyskeratosis congenita autosomal dominant,1
5932,T->C,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 4",1
5933,T->C,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 68",1
5934,T->C,Early infantile epileptic encephalopathy,1
5935,T->C,"Ehlers-Danlos syndrome, classic type",2
5936,T->C,"Ehlers-Danlos syndrome, type 4",10
5937,T->C,Eichsfeld type congenital muscular dystrophy,1
5938,T->C,"Eichsfeld type congenital muscular dystrophy, not provided",1
5939,T->C,Elliptocytosis 1,1
5940,T->C,"Encephalopathy, familial, with neuroserpin inclusion bodies",1
5941,T->C,"Epilepsy, nocturnal frontal lobe, type 3, not provided",1
5942,T->C,"Epileptic encephalopathy, early infantile, 32",1
5943,T->C,"Epileptic encephalopathy, early infantile, 54",1
5944,T->C,Erythrocyte lactate transporter defect,1
5945,T->C,"Erythrocytosis, familial, 3",1
5946,T->C,Erythrokeratodermia variabilis,1
5947,T->C,Erythrokeratodermia variabilis et progressiva 2,1
5948,T->C,Factor H deficiency,1
5949,T->C,Factor V Hong Kong,1
5950,T->C,Factor V deficiency,1
5951,T->C,"Familial Intrahepatic Cholestasis, Benign recurrent intrahepatic cholestasis 2, Progressive familial intrahepatic cholestasis 2, not provided",1
5952,T->C,Familial advanced sleep phase syndrome 1,1
5953,T->C,Familial benign pemphigus,1
5954,T->C,"Familial cold urticaria, not provided",1
5955,T->C,Familial hemiplegic migraine type 2,4
5956,T->C,Familial hypercholesterolemia,3
5957,T->C,Fitzsimmons-Guilbert syndrome,1
5958,T->C,Frontonasal dysplasia 1,1
5959,T->C,GALLOWAY-MOWAT SYNDROME 5,1
5960,T->C,"GM1-gangliosidosis, type I, with cardiac involvement",1
5961,T->C,"Gaucher disease, perinatal lethal",1
5962,T->C,Generalized dominant dystrophic epidermolysis bullosa,1
5963,T->C,"Generalized epilepsy with febrile seizures plus, type 2, not provided",1
5964,T->C,"Generalized epilepsy, Severe myoclonic epilepsy in infancy",1
5965,T->C,Glomerulopathy with fibronectin deposits 2,1
5966,T->C,Glycine encephalopathy with normal serum glycine,1
5967,T->C,"Glycogen storage disease, type IV, Glycogen storage disease IV, childhood neuromuscular",1
5968,T->C,"Glycogen storage disease, type IV, Glycogen storage disease IV, fatal perinatal neuromuscular",1
5969,T->C,"Gonadotropin-independent familial sexual precocity, not provided",1
5970,T->C,Gray platelet syndrome,1
5971,T->C,Greenberg dysplasia,1
5972,T->C,Harderoporphyria,1
5973,T->C,Hemochromatosis type 2A,1
5974,T->C,Hemochromatosis type 4,1
5975,T->C,"Hepatic failure, early-onset, and neurologic disorder due to cytochrome C oxidase deficiency",1
5976,T->C,"Hepatocellular carcinoma, Acute myeloid leukemia, Chronic lymphocytic leukemia, Renal cell carcinoma, papillary, 1, Congenital giant melanocytic nevus, Follicular thyroid carcinoma, Transitional cell carcinoma of the bladder, Adrenocortical carcinoma, Multiple myeloma, Epidermal nevus, Cutaneous melanoma, Lung adenocarcinoma, Non-small cell lung cancer, Neoplasm of brain, Neoplasm of the large intestine, Malignant melanoma of skin, Glioblastoma, Nasopharyngeal Neoplasms, Malignant neoplasm of body of uterus, Epidermal nevus syndrome, Adenocarcinoma of stomach, Ovarian Serous Cystadenocarcinoma, Neurocutaneous melanosis, not provided",1
5977,T->C,Hereditary Paraganglioma-Pheochromocytoma Syndromes,1
5978,T->C,Hereditary cancer-predisposing syndrome,3
5979,T->C,"Hereditary cancer-predisposing syndrome, Lynch syndrome",5
5980,T->C,"Hereditary cancer-predisposing syndrome, Lynch syndrome I",1
5981,T->C,"Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I",2
5982,T->C,"Hereditary cancer-predisposing syndrome, not provided",1
5983,T->C,Hereditary insensitivity to pain with anhidrosis,1
5984,T->C,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Hereditary nonpolyposis colorectal cancer type 5",1
5985,T->C,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",1
5986,T->C,"Hereditary nonpolyposis colon cancer, Lynch syndrome",1
5987,T->C,Hereditary pyropoikilocytosis,1
5988,T->C,"History of neurodevelopmental disorder, Severe myoclonic epilepsy in infancy",1
5989,T->C,Holoprosencephaly 2,1
5990,T->C,Homocysteinemia due to MTHFR deficiency,1
5991,T->C,Homocystinuria due to MTHFR deficiency,1
5992,T->C,"Homocystinuria, cblD type, variant 1",1
5993,T->C,Hutchinson-Gilford syndrome,1
5994,T->C,"Hutchinson-Gilford syndrome, not provided",1
5995,T->C,"Hypercholesterolemia, autosomal dominant, 3",1
5996,T->C,Hyperparathyroidism 1,1
5997,T->C,"Hypertension, Dysmetria, Abnormality of the foot, Talipes equinovarus, Gout, Gait ataxia, Cerebral cortical atrophy, Gait imbalance, Impaired vibration sensation in the lower limbs, Difficulty walking, EMG: axonal abnormality, Sensorimotor neuropathy, CNS demyelination, Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation, Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation, not provided",1
5998,T->C,"Hypertrophic cardiomyopathy, Familial hypertrophic cardiomyopathy 8, not provided",1
5999,T->C,"Hypobetalipoproteinemia, familial, 2",1
6000,T->C,"Hypocalcemia, autosomal dominant 1",4
6001,T->C,"Hypocalcemia, autosomal dominant 1, Hypocalcemia, autosomal dominant 1, with bartter syndrome",1
6002,T->C,"Hypocalciuric hypercalcemia, familial, type 1",1
6003,T->C,Hypokalemic periodic paralysis 1,1
6004,T->C,"Hypomyelination, global cerebral",1
6005,T->C,INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES,1
6006,T->C,ITPR1-associated cerebellar ataxia spectrum disorder,1
6007,T->C,Immunodeficiency 14,1
6008,T->C,Immunodeficiency 22,1
6009,T->C,Immunodeficiency 31C,5
6010,T->C,Immunodeficiency 31a,2
6011,T->C,Inborn genetic diseases,4
6012,T->C,Infantile hypophosphatasia,1
6013,T->C,Intellectual developmental disorder with dysmorphic facies and ptosis,1
6014,T->C,Jeune thoracic dystrophy,1
6015,T->C,Joubert syndrome 25,1
6016,T->C,Junctional epidermolysis bullosa gravis of Herlitz,1
6017,T->C,Juvenile primary lateral sclerosis,1
6018,T->C,Leber congenital amaurosis,2
6019,T->C,"Leber congenital amaurosis 2, not provided",1
6020,T->C,Leber congenital amaurosis 9,2
6021,T->C,Lethal multiple pterygium syndrome,1
6022,T->C,"Leukodystrophy, hypomyelinating, 2",1
6023,T->C,"Leukodystrophy, hypomyelinating, 4",1
6024,T->C,"Limb-girdle muscular dystrophy, type 2B",1
6025,T->C,"Limb-girdle muscular dystrophy, type 2B, not provided",1
6026,T->C,"Liver cirrhosis, Cerebral calcification, Dilatation, Interstitial pneumonitis",1
6027,T->C,Loeys-Dietz syndrome 2,2
6028,T->C,"Long QT syndrome, Catecholaminergic polymorphic ventricular tachycardia, Arrhythmogenic right ventricular dysplasia, familial, 2",1
6029,T->C,Lynch syndrome,9
6030,T->C,Lynch syndrome I,1
6031,T->C,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC",1
6032,T->C,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 18",1
6033,T->C,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 22",2
6034,T->C,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5",1
6035,T->C,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5, not provided",1
6036,T->C,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 6, not provided",1
6037,T->C,"Macular dystrophy, patterned, 3",1
6038,T->C,"Mandibuloacral dysplasia with type B lipodystrophy, not provided",1
6039,T->C,Maple syrup urine disease,1
6040,T->C,"Maple syrup urine disease, thiamine-responsive, type II",1
6041,T->C,Medium-chain acyl-coenzyme A dehydrogenase deficiency,3
6042,T->C,"Medium-chain acyl-coenzyme A dehydrogenase deficiency, not provided",1
6043,T->C,"Megalencephaly cutis marmorata telangiectatica congenita, Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2",1
6044,T->C,Meier-Gorlin syndrome 1,2
6045,T->C,Meier-Gorlin syndrome 2,1
6046,T->C,Mental retardation with language impairment and with or without autistic features,1
6047,T->C,"Mental retardation, autosomal dominant 27",1
6048,T->C,"Mental retardation, autosomal recessive 42",1
6049,T->C,"Mental retardation, autosomal recessive 51",1
6050,T->C,"Microphthalmia, isolated 6",1
6051,T->C,"Mitochondrial DNA-depletion syndrome 3, hepatocerebral",1
6052,T->C,"Mitochondrial trifunctional protein deficiency, not provided",1
6053,T->C,"Miyoshi muscular dystrophy 1, Limb-girdle muscular dystrophy, type 2B, not provided",1
6054,T->C,"Miyoshi muscular dystrophy 1, not provided",1
6055,T->C,Mowat-Wilson syndrome,3
6056,T->C,Mullerian aplasia and hyperandrogenism,1
6057,T->C,Multiple cutaneous leiomyomas,1
6058,T->C,Multiple mitochondrial dysfunctions syndrome 3,1
6059,T->C,Multiple sulfatase deficiency,1
6060,T->C,"Myasthenic syndrome, congenital, 3b, fast-channel",1
6061,T->C,Myd88 deficiency,1
6062,T->C,"Myofibrillar myopathy 1, not provided",2
6063,T->C,"Myoglobinuria, acute recurrent, autosomal recessive",1
6064,T->C,"Myopia 21, autosomal dominant",2
6065,T->C,Nager syndrome,1
6066,T->C,Navajo neurohepatopathy,1
6067,T->C,"Nemaline myopathy 2, not provided",1
6068,T->C,Nemaline myopathy 3,1
6069,T->C,Neoplasm of stomach,2
6070,T->C,"Neoplasm of stomach, Endometrial carcinoma, Pilomatrixoma, Hereditary cancer-predisposing syndrome, Carcinoma of colon, MYH-associated polyposis, MUTYH-associated polyposis, not specified, not provided",1
6071,T->C,"Nephrocalcinosis, Nephrolithiasis, Primary hyperoxaluria, Primary hyperoxaluria, type I",1
6072,T->C,Nephronophthisis 12,1
6073,T->C,"Nephrotic syndrome, idiopathic, steroid-resistant",1
6074,T->C,"Nephrotic syndrome, type 5, with or without ocular abnormalities",1
6075,T->C,"Neurodevelopmental Disability, hypotonia, Strabismus, Seizures, Muscular hypotonia, Global developmental delay, Growth delay, Infantile muscular hypotonia, EEG with generalized epileptiform discharges, Feeding difficulties, Mental retardation, autosomal dominant 42, not provided",1
6076,T->C,"Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",1
6077,T->C,"Neutropenia, nonimmune chronic idiopathic, of adults",1
6078,T->C,Non-ketotic hyperglycinemia,1
6079,T->C,Noonan syndrome,1
6080,T->C,"Noonan syndrome, Inborn genetic diseases, Rasopathy, not provided",1
6081,T->C,"Noonan syndrome, Noonan syndrome 4, Gingival fibromatosis 1, Rasopathy, not provided",1
6082,T->C,"Noonan syndrome, Noonan syndrome 8, not specified, not provided",1
6083,T->C,Ovarian hyperstimulation syndrome,1
6084,T->C,PERIVENTRICULAR NODULAR HETEROTOPIA 8,1
6085,T->C,"Parkinson disease 6, autosomal recessive early-onset",1
6086,T->C,Parkinson disease 7,1
6087,T->C,Pelger-Huët anomaly,2
6088,T->C,Peroxisome biogenesis disorder 11B,1
6089,T->C,Perry syndrome,1
6090,T->C,"Phospholipase a2, group IV a, deficiency of",1
6091,T->C,Pierpont syndrome,1
6092,T->C,Posterior column ataxia with retinitis pigmentosa,1
6093,T->C,"Precocious puberty in males, Gonadotropin-independent familial sexual precocity, not provided",1
6094,T->C,Primary autosomal recessive microcephaly 5,1
6095,T->C,Primary dilated cardiomyopathy,1
6096,T->C,Primary erythromelalgia,1
6097,T->C,"Primary hyperoxaluria, type I",12
6098,T->C,"Primary hyperoxaluria, type I, not provided",1
6099,T->C,Primary open angle glaucoma juvenile onset 1,2
6100,T->C,Primary pulmonary hypertension,18
6101,T->C,"Primary pulmonary hypertension, not provided",1
6102,T->C,Primrose syndrome,1
6103,T->C,Propionyl-CoA carboxylase deficiency,2
6104,T->C,Protein S deficiency,2
6105,T->C,"Pseudohypoaldosteronism, type 2",2
6106,T->C,"Pseudohypoaldosteronism, type 2, Pseudohypoaldosteronism type 2E",2
6107,T->C,"Psychomotor retardation, epilepsy, and craniofacial dysmorphism",1
6108,T->C,Pulmonary arterial hypertension associated with congenital heart disease,1
6109,T->C,"Pulmonary hypertension, primary, dexfenfluramine-associated",1
6110,T->C,"Pustular psoriasis, generalized",2
6111,T->C,Pyknodysostosis,1
6112,T->C,Pyruvate dehydrogenase E1-beta deficiency,1
6113,T->C,Radioulnar synostosis with amegakaryocytic thrombocytopenia 2,2
6114,T->C,Recessive dystrophic epidermolysis bullosa,1
6115,T->C,"Recessive dystrophic epidermolysis bullosa, not provided",1
6116,T->C,Reduced antithrombin III activity,1
6117,T->C,Renal cell carcinoma with paraneoplastic erythrocytosis,1
6118,T->C,Reticular dysgenesis,2
6119,T->C,Retinitis pigmentosa,1
6120,T->C,"Retinitis pigmentosa 12, Leber congenital amaurosis 8, not provided",1
6121,T->C,"Retinitis pigmentosa 12, not provided",2
6122,T->C,Retinitis pigmentosa 26,1
6123,T->C,Retinitis pigmentosa 4,1
6124,T->C,Retinitis pigmentosa and erythrocytic microcytosis,1
6125,T->C,"Retinitis pigmentosa, Retinitis pigmentosa 39",1
6126,T->C,"Retinitis pigmentosa, Usher syndrome, Usher syndrome, type 2A, Retinitis pigmentosa 39, not provided",1
6127,T->C,"Retinitis pigmentosa, Usher syndrome, type 2A, Retinitis pigmentosa 39",1
6128,T->C,RhD category D-VII,1
6129,T->C,"Rheumatoid arthritis, progression of",1
6130,T->C,Rhizomelic chondrodysplasia punctata type 3,1
6131,T->C,Robinow syndrome,1
6132,T->C,Roifman syndrome,1
6133,T->C,Rolandic epilepsy,1
6134,T->C,Schnyder crystalline corneal dystrophy,1
6135,T->C,Seckel syndrome 1,1
6136,T->C,Senior-Loken syndrome 9,1
6137,T->C,Sensorineural deafness with mild renal dysfunction,1
6138,T->C,"Severe congenital neutropenia 2, autosomal dominant",1
6139,T->C,Severe myoclonic epilepsy in infancy,9
6140,T->C,"Severe myoclonic epilepsy in infancy, Early infantile epileptic encephalopathy",1
6141,T->C,"Severe myoclonic epilepsy in infancy, not provided",1
6142,T->C,Short-rib thoracic dysplasia 15 with polydactyly,1
6143,T->C,"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay",1
6144,T->C,"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, not provided",1
6145,T->C,"Spastic paraplegia 31, autosomal dominant",1
6146,T->C,"Spastic paraplegia 4, autosomal dominant",1
6147,T->C,Spherocytosis type 3,1
6148,T->C,Spinocerebellar ataxia 29,2
6149,T->C,Spondyloepimetaphyseal dysplasia with joint laxity,1
6150,T->C,Stargardt disease 1,1
6151,T->C,"Stargardt disease 1, not provided",4
6152,T->C,Sucrase-isomaltase deficiency,1
6153,T->C,"Takenouchi-Kosaki syndrome, not provided",1
6154,T->C,Temple-Baraitser syndrome,1
6155,T->C,"Temple-Baraitser syndrome, Zimmermann-Laband syndrome 1",1
